feature,rel_influence
ma_graduate,77.60909752731453
gpa,5.8741787061500155
abs_percent,5.866568166855331
sports_count,4.153114977180107
tardy_rate,3.2064491610783055
region,0.9302229660054998
fin_aid,0.8598619038504579
race,0.6517361539519277
gender,0.6496532454555977
fine_arts,0.19911719215823165
free_lunch,0
